season,celebrity_name,weeks_participated,avg_judge_rank,avg_fan_vote,expected_fan_vote,deviation,weeks_below_median,final_placement,ballroom_partner,industry,deviation_index,cluster,cluster_label
29,AJ McLean,9,4.777777777777778,0.08027701381258646,0.11222222222222221,-0.031945208409635745,2,7,Cheryl Burke,Singer/Rapper,-0.3159584986354927,0,Judge-type
29,Anne Heche,4,8.75,0.1303416792962418,0.0725,0.0578416792962418,2,13,Keo Motsepe,Actor/Actress,0.5720911228578398,1,Balanced
29,Carole Baskin,3,13.666666666666666,0.04384597156329217,0.023333333333333338,0.02051263822995883,3,14,Pasha Pashkov,TV Personality,0.20288308328067983,1,Balanced
29,Charles Oakley,2,14.0,0.0526590349412467,0.02,0.032659034941246695,2,15,Emma Slater,Athlete,0.32301869859793675,1,Balanced
29,Chrishell Stause,8,7.375,0.1015745788340092,0.08625,0.0153245788340092,5,8,Gleb Savchenko,Actor/Actress,0.15156986483000398,1,Balanced
29,Jeannie Mai,7,6.428571428571429,0.12271560584799289,0.09571428571428571,0.02700132013370718,2,9,Brandon Armstrong,TV Personality,0.26706028839208,1,Balanced
29,Jesse Metcalfe,5,8.0,0.1045596571567301,0.08,0.0245596571567301,3,12,Sharna Burgess,Actor/Actress,0.24291068327800455,1,Balanced
29,Johnny Weir,10,3.4,0.07915072599577433,0.126,-0.04684927400422567,2,6,Britt Stewart,Athlete,-0.463369219155667,0,Judge-type
29,Justina Machado,11,3.5454545454545454,0.13871780188869223,0.12454545454545454,0.01417234734323769,2,4,Sasha Farber,Actor/Actress,0.14017356003097534,0,Judge-type
29,Kaitlyn Bristowe,11,2.5454545454545454,0.07878477641663567,0.13454545454545455,-0.05576067812881888,1,1,Artem Chigvintsev,TV Personality,-0.5515086932149853,0,Judge-type
29,Monica Aldama,7,5.857142857142857,0.06739047892666149,0.10142857142857141,-0.03403809250190992,2,10,Valentin Chmerkovskiy,TV Personality,-0.3366584579888208,0,Judge-type
29,Nelly,11,7.090909090909091,0.11887038591611371,0.0890909090909091,0.029779476825204612,8,3,Daniella Karagach,Singer/Rapper,0.2945380310933894,1,Balanced
29,Nev Schulman,11,2.1818181818181817,0.0834200100790826,0.13818181818181818,-0.05476180810273558,0,2,Jenna Johnson,Producer,-0.5416292311771643,0,Judge-type
29,Skai Jackson,10,5.9,0.10178084849171717,0.10099999999999999,0.0007808484917171815,5,5,Alan Bersten,Actor/Actress,0.007723089921377126,0,Judge-type
29,Veron Davis,6,8.166666666666666,0.07101803364506569,0.07833333333333334,-0.0073152996882676485,4,11,Peta Murgatroyd,Athlete,-0.07235298254859902,1,Balanced
30,Amanda Kloots,10,2.5,0.08070463870864919,0.135,-0.05429536129135082,2,4,Alan Bersten,TV Personality,-0.537015774525744,0,Judge-type
30,Brian Austin Green,4,11.75,0.09561430449837525,0.042499999999999996,0.05311430449837526,4,13,Sharna Burgess,Actor/Actress,0.5253343690915804,1,Balanced
30,Christine Chiu,3,8.0,0.047972342654076634,0.08,-0.03202765734592337,1,14,Pasha Pashkov,TV Personality,-0.3167739712343715,1,Balanced
30,Cody Rigsby,10,7.8,0.13093276320425695,0.08199999999999999,0.04893276320425696,8,3,Cheryl Burke,Fitness Instructor,0.4839762570288832,1,Balanced
30,Iman Shumpert,10,7.3,0.14476332501038733,0.087,0.057763325010387334,7,1,Daniella Karagach,Athlete,0.571316148964955,1,Balanced
30,Jimmie Allen,8,7.125,0.06542898201927523,0.08875,-0.023321017980724765,4,7,Emma Slater,Singer/Rapper,-0.2306597513265416,1,Balanced
30,JoJo Siwa,10,1.6,0.09170426163279578,0.14400000000000002,-0.052295738367204234,0,2,Jenna Johnson,Social Media Personality,-0.5172382276445693,0,Judge-type
30,Kenya Moore,6,7.5,0.13446626463344438,0.08499999999999999,0.04946626463344439,3,10,Brandon Armstrong,TV Personality,0.48925292664469655,1,Balanced
30,Martin Kove,2,15.0,0.09878876732176314,0.01,0.08878876732176315,2,15,Britt Stewart,Actor/Actress,0.8781775738930063,1,Balanced
30,Matt James,4,11.25,0.08051102965553672,0.047499999999999994,0.033011029655536726,4,12,Lindsay Arnold,Athlete,0.32650015096564644,1,Balanced
30,Melanie C,5,4.2,0.05714170774974796,0.11800000000000001,-0.06085829225025205,0,11,Gleb Savchenko,Singer/Rapper,-0.601927350178428,0,Judge-type
30,Melora Hardin,9,3.888888888888889,0.10691921075502117,0.1211111111111111,-0.014191900356089929,2,6,Artem Chigvintsev,Actor/Actress,-0.14036695180683648,0,Judge-type
30,"Mike ""The Miz"" Mizanin",7,7.857142857142857,0.09172596669711626,0.08142857142857142,0.01029739526854484,4,9,Witney Carson,Athlete,0.10184781101394456,1,Balanced
30,Olivia Jade,8,3.75,0.06161546953683217,0.1225,-0.06088453046316783,1,8,Valentin Chmerkovskiy,Social Media Personality,-0.602186862849419,0,Judge-type
30,Suni Lee,9,3.888888888888889,0.0844153125049366,0.1211111111111111,-0.0366957986061745,1,5,Sasha Farber,Athlete,-0.36294486751071114,0,Judge-type
31,Charli D'Amelio,10,1.0,0.09714303982652636,0.15,-0.05285696017347363,0,1,Mark Ballas,Social Media Personality,-0.5227890694808959,0,Judge-type
31,Cheryl Ladd,3,12.666666666666666,0.08658970389017488,0.040625,0.04596470389017488,3,14,Louis van Amstel,Actor/Actress,0.45462025619416657,1,Balanced
31,Daniel Durant,9,6.111111111111111,0.07854959120747168,0.10208333333333333,-0.02353374212586165,4,5,Britt Stewart,Actor/Actress,-0.23276372888270916,0,Judge-type
31,Gabby Windey,10,2.2,0.19782490953241616,0.13875,0.05907490953241615,1,2,Valentin Chmerkovskiy,TV Personality,0.5842885569423835,2,Fan-type
31,Heidi D'Amelio,8,5.5,0.06622567879145227,0.10781249999999999,-0.04158682120854772,2,8,Artem Chigvintsev,Social Media Personality,-0.4113202025037353,0,Judge-type
31,Jason Lewis,1,15.0,0.1500601454214696,0.01875,0.1313101454214696,1,16,Peta Murgatroyd,Actor/Actress,1.298741140485451,1,Balanced
31,Jessie James Decker,6,9.833333333333334,0.056423244095955595,0.0671875,-0.010764255904044402,6,10,Alan Bersten,Singer/Rapper,-0.10646536064996322,1,Balanced
31,Jordin Sparks,7,7.0,0.06590980185058001,0.09375,-0.027840198149419987,3,9,Brandon Armstrong,Singer/Rapper,-0.27535732734027457,1,Balanced
31,Joseph Baena,5,10.0,0.07509526779639504,0.065625,0.009470267796395038,4,11,Daniella Karagach,Actor/Actress,0.09366699244079688,1,Balanced
31,Sam Champion,4,12.0,0.05641291734610567,0.046875,0.009537917346105672,4,13,Cheryl Burke,News Anchor,0.09433608966144583,1,Balanced
31,Selma Blair,5,5.6,0.09427607938382582,0.106875,-0.01259892061617418,1,12,Sasha Farber,Actor/Actress,-0.12461136553779463,0,Judge-type
31,Shangela,10,4.3,0.09088178858953169,0.11906249999999999,-0.028180711410468295,1,4,Gleb Savchenko,TV Personality,-0.27872522080794865,0,Judge-type
31,Teresa Giudice,2,13.0,0.04243029737757615,0.0375,0.004930297377576151,2,15,Pasha Pashkov,TV Personality,0.048763787584982295,1,Balanced
31,Trevor Donovan,9,6.555555555555555,0.08604676597428335,0.09791666666666667,-0.01186990069238332,6,6,Emma Slater,Actor/Actress,-0.11740089323025309,0,Judge-type
31,Vinny Guadagnino,8,10.875,0.11195291448370268,0.057421875,0.05453103948370268,8,7,Koko Iwasaki,TV Personality,0.5393467822581638,1,Balanced
31,Wayne Brady,10,2.2,0.08676003250157513,0.13875,-0.05198996749842488,1,3,Witney Carson,Comedian,-0.5142139586090649,0,Judge-type
32,Adrian Peterson,4,8.0,0.06626330193695058,0.06923076923076923,-0.0029674672938186514,2,11,Britt Stewart,Athlete,-0.02935014537648341,1,Balanced
32,Alyson Hannigan,11,7.0,0.1847788013640642,0.08076923076923076,0.10400957059483343,9,5,Sasha Farber,Actor/Actress,1.0287210321956568,2,Fan-type
32,Ariana Madix,11,2.5454545454545454,0.09353850042749888,0.13216783216783218,-0.0386293317403333,1,3,Pasha Pashkov,TV Personality,-0.3820687441903361,0,Judge-type
32,Barry Williams,8,7.25,0.11217779638903629,0.07788461538461539,0.0342931810044209,7,7,Peta Murgatroyd,Actor/Actress,0.3391814460763937,1,Balanced
32,Charity Lawson,11,2.727272727272727,0.10749666119845024,0.13006993006993006,-0.022573268871479826,0,4,Artem Chigvintsev,TV Personality,-0.2232640354218742,0,Judge-type
32,Harry Jowsey,9,8.444444444444445,0.10796107749045383,0.0641025641025641,0.043858513387889736,8,6,Rylee Arnold,TV Personality,0.4337886879536657,1,Balanced
32,Jamie Lynn Spears,2,9.0,0.1057358959324443,0.057692307692307696,0.0480435882401366,2,13,Alan Bersten,Actor/Actress,0.47518174916137484,1,Balanced
32,Jason Mraz,11,2.6363636363636362,0.10400225111506577,0.1311188811188811,-0.027116630003815326,2,2,Daniella Karagach,Singer/Rapper,-0.26820077659832486,0,Judge-type
32,Lele Pons,7,4.142857142857143,0.06449648601835004,0.11373626373626375,-0.04923977771791371,0,8,Brandon Armstrong,Social Media Personality,-0.4870128265059204,0,Judge-type
32,Matt Walsh,1,12.0,0.0613997751539948,0.023076923076923078,0.03832285207707172,1,14,Koko Iwasaki,Comedian,0.37903746472504923,1,Balanced
32,Mauricio Umansky,6,8.5,0.1480419852298259,0.06346153846153846,0.08458044676828744,5,9,Emma Slater,TV Personality,0.836554597864714,1,Balanced
32,Mira Sorvino,5,6.8,0.11502563085237552,0.08307692307692308,0.031948707775452445,1,10,Gleb Savchenko,Actor/Actress,0.31599310959671867,1,Balanced
32,Tyson Beckford,3,10.333333333333334,0.0601613015509049,0.042307692307692296,0.017853609243212602,2,12,Jenna Johnson,Model,0.17658358960678103,1,Balanced
32,Xochitl Gomez,11,1.7272727272727273,0.100880493557188,0.14160839160839161,-0.04072789805120361,0,1,Valentin Chmerkovskiy,Actor/Actress,-0.4028249043119776,0,Judge-type
33,Anna Delvey,2,9.5,0.0566071803874452,0.05192307692307692,0.004684103464368282,2,12,Ezra Sosa,Con artist,0.046328772662152996,1,Balanced
33,Brooks Nader,4,6.25,0.0654683036543311,0.08942307692307692,-0.02395477326874583,2,9,Gleb Savchenko,Model,-0.23692799558833333,0,Judge-type
33,Chandler Kinney,9,1.4444444444444444,0.1172958870792869,0.14487179487179486,-0.02757590779250796,0,3,Brandon Armstrong,Actor/Actress,-0.2727433270400425,0,Judge-type
33,Danny Amendola,9,4.444444444444445,0.11256175745957465,0.11025641025641024,0.002305347203164415,4,5,Witney Carson,Athlete,0.022801355114204003,0,Judge-type
33,Dwight Howard ,7,5.285714285714286,0.10665130095346395,0.10054945054945055,0.006101850404013398,4,6,Daniella Karagach,Athlete,0.060351194702768604,0,Judge-type
33,Eric Roberts,3,11.666666666666666,0.09893742419046636,0.02692307692307693,0.07201434726738942,3,10,Britt Stewart,Actor/Actress,0.7122678541034695,1,Balanced
33,Ilona Maher,9,4.888888888888889,0.1650030632985069,0.10512820512820512,0.059874858170301776,5,2,Alan Bersten,Athlete,0.5922005594990991,2,Fan-type
33,Jenn Tran,6,4.833333333333333,0.15701743721744763,0.10576923076923077,0.05124820644821686,1,7,Sasha Farber,TV Personality,0.5068774684298579,0,Judge-type
33,Joey Graziadei,9,1.6666666666666667,0.09343549623885455,0.1423076923076923,-0.04887219606883775,0,1,Jenna Johnson,TV Personality,-0.4833772094055803,0,Judge-type
33,Phaedra Parks,5,5.6,0.09440328017020919,0.09692307692307693,-0.002519796752867745,2,8,Val Chmerkovskiy,TV Personality,-0.024922398022688638,0,Judge-type
33,Reginald VelJohnson,3,11.666666666666666,0.10152211630400793,0.02692307692307693,0.07459903938093099,3,10,Emma Slater,Actor/Actress,0.7378321086595068,1,Balanced
33,Stephen Nedoroscik,9,3.5555555555555554,0.1388158931326557,0.12051282051282051,0.018303072619835173,3,4,Rylee Arnold,Athlete,0.1810290692495581,0,Judge-type
33,Tori Spelling,2,10.0,0.1094223987072358,0.046153846153846156,0.06326855255338965,2,12,Pasha Pashkov,Actor/Actress,0.6257663628070129,1,Balanced
34,Alix Earle,11,3.0,0.08036570670981619,0.12857142857142856,-0.04820572186161237,1,2,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,-0.4767853541516108,0,Judge-type
34,Andy Richter,9,10.222222222222221,0.08939429441907018,0.051190476190476196,0.038203818228593985,9,7,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,0.37786014399608236,1,Balanced
34,Baron Davis,2,10.0,0.0812242678063764,0.05357142857142857,0.02765283923494783,2,13,Britt Stewart,Athlete,0.27350422810349695,1,Balanced
34,Corey Feldman,2,13.5,0.1029323664937359,0.01607142857142857,0.08686093792230733,2,13,Jenna Johnson,Actor/Actress,0.859110110789723,1,Balanced
34,Danielle Fishel,8,7.125,0.12674399781598245,0.08437499999999999,0.042368997815982454,6,8,Pasha Pashkov,Actor/Actress,0.41905642833716383,1,Balanced
34,Dylan Efron,11,4.818181818181818,0.20405934840082063,0.10909090909090909,0.09496843930991154,5,4,Daniella Karagach (Rumer Willis week 9),TV Personality,0.9392984737286835,2,Fan-type
34,Elaine Hendrix,11,5.363636363636363,0.12406129723205521,0.10324675324675324,0.02081454398530197,7,5,Alan Bersten (Rashad Jennings week 9),Actor/Actress,0.20586912387758075,0,Judge-type
34,Hilaria Baldwin,4,4.5,0.05932260998282428,0.11249999999999999,-0.05317739001717571,0,11,Gleb Savchenko,Entrepreneur,-0.5259583251337585,0,Judge-type
34,Jen Affleck,7,6.285714285714286,0.05992111185584507,0.0933673469387755,-0.03344623508293044,4,9,Jan Ravnik,TV Personality,-0.33080461039111253,0,Judge-type
34,Jordan Chiles,11,3.272727272727273,0.11577979589666562,0.12564935064935065,-0.009869554752685028,3,3,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,-0.0976161952638427,0,Judge-type
34,Lauren Jauregui,3,6.666666666666667,0.05324846855612833,0.08928571428571426,-0.03603724572958593,1,12,Brandon Armstrong,Singer/Rapper,-0.35643135927214076,0,Judge-type
34,Robert Irwin,11,2.8181818181818183,0.08489474557111376,0.1305194805194805,-0.045624734948366746,1,1,Witney Carson (Xoshitl Gomez week 9),Conservationist,-0.4512577463911629,0,Judge-type
34,Scott Hoying,6,8.166666666666666,0.06105902767555019,0.07321428571428572,-0.01215525803873553,5,10,Rylee Arnold,Singer/Rapper,-0.12022325950102242,1,Balanced
34,Whitney Leavitt,10,1.5,0.09295784725411957,0.14464285714285713,-0.05168500988873756,0,6,Mark Ballas,TV Personality,-0.5111977332250035,0,Judge-type
