season,week,celebrity_name,ballroom_partner,judge_avg_score,judge_total,age,industry_clean,home_state_clean,home_country_clean
19,5,Bethany Mota,Derek Hough,10.666666666666666,32.0,18,Social Media Personality,California,United States
19,5,Janel Parrish,Valentin Chmerkovskiy,11.0,33.0,25,Actor/Actress,Hawaii,United States
19,5,Jonathan Bennett,Allison Holker,8.0,24.0,33,Actor/Actress,Ohio,United States
19,5,Lea Thompson,Artem Chigvintsev,11.333333333333334,34.0,53,Actor/Actress,Minnesota,United States
19,5,Michael Waltrip,Emma Slater,6.666666666666667,20.0,51,Racing Driver,Kentucky,United States
19,5,Sadie Robertson,Mark Ballas,12.0,36.0,17,TV Personality,Louisiana,United States
19,5,Tommy Chong,Peta Murgatroyd,7.666666666666667,23.0,76,Comedian,Unknown,Canada
19,6,Alfonso Ribeiro,Witney Carson,13.0,39.0,42,Actor/Actress,New York,United States
19,6,Antonio Sabato Jr.,Cheryl Burke,9.333333333333334,28.0,42,Actor/Actress,Unknown,Italy
19,6,Bethany Mota,Derek Hough,12.0,36.0,18,Social Media Personality,California,United States
19,6,Janel Parrish,Valentin Chmerkovskiy,11.0,33.0,25,Actor/Actress,Hawaii,United States
19,6,Jonathan Bennett,Allison Holker,10.666666666666666,32.0,33,Actor/Actress,Ohio,United States
19,6,Lea Thompson,Artem Chigvintsev,10.666666666666666,32.0,53,Actor/Actress,Minnesota,United States
19,6,Michael Waltrip,Emma Slater,10.0,30.0,51,Racing Driver,Kentucky,United States
19,6,Sadie Robertson,Mark Ballas,11.666666666666666,35.0,17,TV Personality,Louisiana,United States
19,6,Tommy Chong,Peta Murgatroyd,9.333333333333334,28.0,76,Comedian,Unknown,Canada
19,7,Alfonso Ribeiro,Witney Carson,11.333333333333334,34.0,42,Actor/Actress,New York,United States
19,7,Antonio Sabato Jr.,Cheryl Burke,9.833333333333334,29.5,42,Actor/Actress,Unknown,Italy
19,7,Bethany Mota,Derek Hough,12.5,37.5,18,Social Media Personality,California,United States
19,7,Janel Parrish,Valentin Chmerkovskiy,11.166666666666666,33.5,25,Actor/Actress,Hawaii,United States
19,7,Lea Thompson,Artem Chigvintsev,11.666666666666666,35.0,53,Actor/Actress,Minnesota,United States
19,7,Michael Waltrip,Emma Slater,9.333333333333334,28.0,51,Racing Driver,Kentucky,United States
19,7,Sadie Robertson,Mark Ballas,10.333333333333334,31.0,17,TV Personality,Louisiana,United States
19,7,Tommy Chong,Peta Murgatroyd,10.0,30.0,76,Comedian,Unknown,Canada
19,8,Alfonso Ribeiro,Witney Carson,13.666666666666666,41.0,42,Actor/Actress,New York,United States
19,8,Bethany Mota,Derek Hough,13.333333333333334,40.0,18,Social Media Personality,California,United States
19,8,Janel Parrish,Valentin Chmerkovskiy,14.333333333333334,43.0,25,Actor/Actress,Hawaii,United States
19,8,Lea Thompson,Artem Chigvintsev,10.666666666666666,32.0,53,Actor/Actress,Minnesota,United States
19,8,Michael Waltrip,Emma Slater,8.333333333333334,25.0,51,Racing Driver,Kentucky,United States
19,8,Sadie Robertson,Mark Ballas,12.666666666666666,38.0,17,TV Personality,Louisiana,United States
19,8,Tommy Chong,Peta Murgatroyd,9.666666666666666,29.0,76,Comedian,Unknown,Canada
19,9,Alfonso Ribeiro,Witney Carson,12.833333333333334,38.5,42,Actor/Actress,New York,United States
19,9,Bethany Mota,Derek Hough,12.333333333333334,37.0,18,Social Media Personality,California,United States
19,9,Janel Parrish,Valentin Chmerkovskiy,12.833333333333334,38.5,25,Actor/Actress,Hawaii,United States
19,9,Lea Thompson,Artem Chigvintsev,11.666666666666666,35.0,53,Actor/Actress,Minnesota,United States
19,9,Sadie Robertson,Mark Ballas,12.166666666666666,36.5,17,TV Personality,Louisiana,United States
19,9,Tommy Chong,Peta Murgatroyd,9.5,28.5,76,Comedian,Unknown,Canada
19,10,Alfonso Ribeiro,Witney Carson,12.5,37.5,42,Actor/Actress,New York,United States
19,10,Bethany Mota,Derek Hough,12.666666666666666,38.0,18,Social Media Personality,California,United States
19,10,Janel Parrish,Valentin Chmerkovskiy,13.0,39.0,25,Actor/Actress,Hawaii,United States
19,10,Sadie Robertson,Mark Ballas,12.333333333333334,37.0,17,TV Personality,Louisiana,United States
19,10,Tommy Chong,Peta Murgatroyd,10.333333333333334,31.0,76,Comedian,Unknown,Canada
19,11,Alfonso Ribeiro,Witney Carson,13.333333333333334,40.0,42,Actor/Actress,New York,United States
19,11,Bethany Mota,Derek Hough,12.666666666666666,38.0,18,Social Media Personality,California,United States
19,11,Janel Parrish,Valentin Chmerkovskiy,12.999933333333336,38.99980000000001,25,Actor/Actress,Hawaii,United States
19,11,Sadie Robertson,Mark Ballas,13.111066666666668,39.333200000000005,17,TV Personality,Louisiana,United States
20,1,Charlotte McKinney,Keo Motsepe,7.333333333333333,22.0,21,Model,Florida,United States
20,1,Chris Soules,Witney Carson,8.666666666666666,26.0,33,TV Personality,Iowa,United States
20,1,Michael Sam,Peta Murgatroyd,8.666666666666666,26.0,25,Athlete,Texas,United States
20,1,Nastia Liukin,Derek Hough,10.0,30.0,25,Athlete,Unknown,Russia
20,1,Noah Galloway,Sharna Burgess,8.666666666666666,26.0,33,Motivational Speaker,Alabama,United States
20,1,Patti LaBelle,Artem Chigvintsev,8.333333333333334,25.0,70,Singer/Rapper,Pennsylvania,United States
20,1,Redfoo,Emma Slater,7.333333333333333,22.0,39,Singer/Rapper,California,United States
20,1,Riker Lynch,Allison Holker,10.333333333333334,31.0,23,Actor/Actress,Colorado,United States
20,1,Robert Herjavec,Kym Johnson,9.333333333333334,28.0,52,Entrepreneur,Unknown,Croatia
20,1,Rumer Willis,Valentin Chmerkovskiy,10.666666666666666,32.0,26,Actor/Actress,Kentucky,United States
20,1,Suzanne Somers,Tony Dovolani,8.333333333333334,25.0,68,Actor/Actress,California,United States
20,1,Willow Shields,Mark Ballas,8.333333333333334,25.0,14,Actor/Actress,New Mexico,United States
20,2,Charlotte McKinney,Keo Motsepe,8.666666666666666,26.0,21,Model,Florida,United States
20,2,Chris Soules,Witney Carson,7.0,21.0,33,TV Personality,Iowa,United States
20,2,Michael Sam,Peta Murgatroyd,9.333333333333334,28.0,25,Athlete,Texas,United States
20,2,Nastia Liukin,Derek Hough,11.333333333333334,34.0,25,Athlete,Unknown,Russia
20,2,Noah Galloway,Sharna Burgess,9.0,27.0,33,Motivational Speaker,Alabama,United States
20,2,Patti LaBelle,Artem Chigvintsev,9.333333333333334,28.0,70,Singer/Rapper,Pennsylvania,United States
20,2,Redfoo,Emma Slater,10.333333333333334,31.0,39,Singer/Rapper,California,United States
20,2,Riker Lynch,Allison Holker,10.666666666666666,32.0,23,Actor/Actress,Colorado,United States
20,2,Robert Herjavec,Kym Johnson,9.333333333333334,28.0,52,Entrepreneur,Unknown,Croatia
20,2,Rumer Willis,Valentin Chmerkovskiy,10.666666666666666,32.0,26,Actor/Actress,Kentucky,United States
20,2,Suzanne Somers,Tony Dovolani,9.333333333333334,28.0,68,Actor/Actress,California,United States
20,2,Willow Shields,Mark Ballas,10.666666666666666,32.0,14,Actor/Actress,New Mexico,United States
20,3,Charlotte McKinney,Keo Motsepe,7.333333333333333,22.0,21,Model,Florida,United States
20,3,Chris Soules,Witney Carson,9.333333333333334,28.0,33,TV Personality,Iowa,United States
20,3,Michael Sam,Peta Murgatroyd,8.0,24.0,25,Athlete,Texas,United States
20,3,Nastia Liukin,Derek Hough,11.333333333333334,34.0,25,Athlete,Unknown,Russia
20,3,Noah Galloway,Sharna Burgess,10.0,30.0,33,Motivational Speaker,Alabama,United States
20,3,Patti LaBelle,Artem Chigvintsev,7.333333333333333,22.0,70,Singer/Rapper,Pennsylvania,United States
20,3,Riker Lynch,Allison Holker,11.333333333333334,34.0,23,Actor/Actress,Colorado,United States
20,3,Robert Herjavec,Kym Johnson,9.666666666666666,29.0,52,Entrepreneur,Unknown,Croatia
20,3,Rumer Willis,Valentin Chmerkovskiy,11.0,33.0,26,Actor/Actress,Kentucky,United States
20,3,Suzanne Somers,Tony Dovolani,8.333333333333334,25.0,68,Actor/Actress,California,United States
20,3,Willow Shields,Mark Ballas,10.666666666666666,32.0,14,Actor/Actress,New Mexico,United States
20,4,Chris Soules,Witney Carson,9.0,27.0,33,TV Personality,Iowa,United States
20,4,Michael Sam,Peta Murgatroyd,10.0,30.0,25,Athlete,Texas,United States
20,4,Nastia Liukin,Derek Hough,12.0,36.0,25,Athlete,Unknown,Russia
20,4,Noah Galloway,Sharna Burgess,10.666666666666666,32.0,33,Motivational Speaker,Alabama,United States
20,4,Patti LaBelle,Artem Chigvintsev,10.0,30.0,70,Singer/Rapper,Pennsylvania,United States
20,4,Riker Lynch,Allison Holker,11.333333333333334,34.0,23,Actor/Actress,Colorado,United States
20,4,Robert Herjavec,Kym Johnson,11.333333333333334,34.0,52,Entrepreneur,Unknown,Croatia
20,4,Rumer Willis,Valentin Chmerkovskiy,11.666666666666666,35.0,26,Actor/Actress,Kentucky,United States
20,4,Suzanne Somers,Tony Dovolani,9.333333333333334,28.0,68,Actor/Actress,California,United States
20,4,Willow Shields,Mark Ballas,13.0,39.0,14,Actor/Actress,New Mexico,United States
20,5,Chris Soules,Witney Carson,9.0,27.0,33,TV Personality,Iowa,United States
20,5,Nastia Liukin,Derek Hough,12.666666666666666,38.0,25,Athlete,Unknown,Russia
20,5,Noah Galloway,Sharna Burgess,9.333333333333334,28.0,33,Motivational Speaker,Alabama,United States
20,5,Patti LaBelle,Artem Chigvintsev,9.0,27.0,70,Singer/Rapper,Pennsylvania,United States
20,5,Riker Lynch,Allison Holker,12.666666666666666,38.0,23,Actor/Actress,Colorado,United States
20,5,Robert Herjavec,Kym Johnson,8.0,24.0,52,Entrepreneur,Unknown,Croatia
20,5,Rumer Willis,Valentin Chmerkovskiy,13.0,39.0,26,Actor/Actress,Kentucky,United States
20,5,Suzanne Somers,Tony Dovolani,9.333333333333334,28.0,68,Actor/Actress,California,United States
20,5,Willow Shields,Mark Ballas,11.333333333333334,34.0,14,Actor/Actress,New Mexico,United States
20,6,Chris Soules,Witney Carson,11.666666666666666,35.0,33,TV Personality,Iowa,United States
20,6,Nastia Liukin,Derek Hough,12.166666666666666,36.5,25,Athlete,Unknown,Russia
20,6,Noah Galloway,Sharna Burgess,11.333333333333334,34.0,33,Motivational Speaker,Alabama,United States
20,6,Patti LaBelle,Artem Chigvintsev,11.333333333333334,34.0,70,Singer/Rapper,Pennsylvania,United States
20,6,Riker Lynch,Allison Holker,12.666666666666666,38.0,23,Actor/Actress,Colorado,United States
20,6,Robert Herjavec,Kym Johnson,11.166666666666666,33.5,52,Entrepreneur,Unknown,Croatia
20,6,Rumer Willis,Valentin Chmerkovskiy,11.833333333333334,35.5,26,Actor/Actress,Kentucky,United States
20,6,Willow Shields,Mark Ballas,12.166666666666666,36.5,14,Actor/Actress,New Mexico,United States
20,7,Chris Soules,Witney Carson,10.333333333333334,31.0,33,TV Personality,Iowa,United States
20,7,Nastia Liukin,Derek Hough,13.666666666666666,41.0,25,Athlete,Unknown,Russia
20,7,Noah Galloway,Sharna Burgess,12.666666666666666,38.0,33,Motivational Speaker,Alabama,United States
20,7,Riker Lynch,Allison Holker,12.333333333333334,37.0,23,Actor/Actress,Colorado,United States
20,7,Robert Herjavec,Kym Johnson,10.333333333333334,31.0,52,Entrepreneur,Unknown,Croatia
20,7,Rumer Willis,Valentin Chmerkovskiy,12.333333333333334,37.0,26,Actor/Actress,Kentucky,United States
20,7,Willow Shields,Mark Ballas,13.0,39.0,14,Actor/Actress,New Mexico,United States
20,8,Chris Soules,Witney Carson,10.666666666666666,32.0,33,TV Personality,Iowa,United States
20,8,Nastia Liukin,Derek Hough,12.666666666666666,38.0,25,Athlete,Unknown,Russia
20,8,Noah Galloway,Sharna Burgess,10.5,31.5,33,Motivational Speaker,Alabama,United States
20,8,Riker Lynch,Allison Holker,13.0,39.0,23,Actor/Actress,Colorado,United States
20,8,Robert Herjavec,Kym Johnson,10.333333333333334,31.0,52,Entrepreneur,Unknown,Croatia
20,8,Rumer Willis,Valentin Chmerkovskiy,13.333333333333334,40.0,26,Actor/Actress,Kentucky,United States
20,9,Nastia Liukin,Derek Hough,13.333333333333334,40.0,25,Athlete,Unknown,Russia
20,9,Noah Galloway,Sharna Burgess,12.666666666666666,38.0,33,Motivational Speaker,Alabama,United States
20,9,Riker Lynch,Allison Holker,13.333333333333334,40.0,23,Actor/Actress,Colorado,United States
20,9,Rumer Willis,Valentin Chmerkovskiy,13.0,39.0,26,Actor/Actress,Kentucky,United States
20,10,Noah Galloway,Sharna Burgess,12.0,36.0,33,Motivational Speaker,Alabama,United States
20,10,Riker Lynch,Allison Holker,13.333333333333334,40.0,23,Actor/Actress,Colorado,United States
20,10,Rumer Willis,Valentin Chmerkovskiy,13.333333333333334,40.0,26,Actor/Actress,Kentucky,United States
21,1,Alek Skarlatos,Lindsay Arnold,7.333333333333333,22.0,22,Military,California,United States
21,1,Alexa PenaVega,Mark Ballas,7.333333333333333,22.0,27,Actor/Actress,Florida,United States
21,1,Andy Grammer,Allison Holker,7.0,21.0,31,Singer/Rapper,California,United States
21,1,Bindi Irwin,Derek Hough,8.0,24.0,17,TV Personality,Unknown,Australia
21,1,Carlos PenaVega,Witney Carson,7.666666666666667,23.0,26,Actor/Actress,Missouri,United States
21,1,Chaka Khan,Keo Motsepe,4.333333333333333,13.0,62,Singer/Rapper,Illinois,United States
21,1,Gary Busey,Anna Trebunskaya,5.0,15.0,71,Actor/Actress,Texas,United States
21,1,Hayes Grier,Emma Slater,7.0,21.0,15,Social Media Personality,North Carolina,United States
21,1,Kim Zolciak-Biermann,Tony Dovolani,4.0,12.0,37,TV Personality,Florida,United States
21,1,Nick Carter,Sharna Burgess,8.0,24.0,35,Singer/Rapper,New York,United States
21,1,Paula Deen,Louis van Amstel,5.0,15.0,68,TV Personality,Georgia,United States
21,1,Tamar Braxton,Valentin Chmerkovskiy,7.666666666666667,23.0,38,Singer/Rapper,Maryland,United States
21,1,Victor Espinoza,Karina Smirnoff,5.0,15.0,43,Athlete,Unknown,Mexico
21,2,Alek Skarlatos,Lindsay Arnold,7.5,22.5,22,Military,California,United States
21,2,Alexa PenaVega,Mark Ballas,7.666666666666667,23.0,27,Actor/Actress,Florida,United States
21,2,Andy Grammer,Allison Holker,7.333333333333333,22.0,31,Singer/Rapper,California,United States
21,2,Bindi Irwin,Derek Hough,8.0,24.0,17,TV Personality,Unknown,Australia
21,2,Carlos PenaVega,Witney Carson,7.5,22.5,26,Actor/Actress,Missouri,United States
21,2,Chaka Khan,Keo Motsepe,5.0,15.0,62,Singer/Rapper,Illinois,United States
21,2,Gary Busey,Anna Trebunskaya,5.5,16.5,71,Actor/Actress,Texas,United States
21,2,Hayes Grier,Emma Slater,7.5,22.5,15,Social Media Personality,North Carolina,United States
21,2,Kim Zolciak-Biermann,Tony Dovolani,6.166666666666667,18.5,37,TV Personality,Florida,United States
21,2,Nick Carter,Sharna Burgess,7.5,22.5,35,Singer/Rapper,New York,United States
21,2,Paula Deen,Louis van Amstel,6.166666666666667,18.5,68,TV Personality,Georgia,United States
21,2,Tamar Braxton,Valentin Chmerkovskiy,8.166666666666666,24.5,38,Singer/Rapper,Maryland,United States
21,2,Victor Espinoza,Karina Smirnoff,6.166666666666667,18.5,43,Athlete,Unknown,Mexico
21,3,Alek Skarlatos,Lindsay Arnold,11.0,33.0,22,Military,California,United States
21,3,Alexa PenaVega,Mark Ballas,12.0,36.0,27,Actor/Actress,Florida,United States
21,3,Andy Grammer,Allison Holker,9.666666666666666,29.0,31,Singer/Rapper,California,United States
21,3,Bindi Irwin,Derek Hough,10.666666666666666,32.0,17,TV Personality,Unknown,Australia
21,3,Carlos PenaVega,Witney Carson,10.333333333333334,31.0,26,Actor/Actress,Missouri,United States
21,3,Gary Busey,Anna Trebunskaya,8.333333333333334,25.0,71,Actor/Actress,Texas,United States
21,3,Hayes Grier,Emma Slater,10.0,30.0,15,Social Media Personality,North Carolina,United States
21,3,Nick Carter,Sharna Burgess,12.0,36.0,35,Singer/Rapper,New York,United States
21,3,Paula Deen,Louis van Amstel,6.666666666666667,20.0,68,TV Personality,Georgia,United States
21,3,Tamar Braxton,Valentin Chmerkovskiy,11.0,33.0,38,Singer/Rapper,Maryland,United States
21,4,Alek Skarlatos,Lindsay Arnold,8.0,24.0,22,Military,California,United States
21,4,Alexa PenaVega,Mark Ballas,7.0,21.0,27,Actor/Actress,Florida,United States
21,4,Andy Grammer,Allison Holker,7.666666666666667,23.0,31,Singer/Rapper,California,United States
21,4,Bindi Irwin,Derek Hough,9.333333333333334,28.0,17,TV Personality,Unknown,Australia
21,4,Carlos PenaVega,Witney Carson,8.333333333333334,25.0,26,Actor/Actress,Missouri,United States
21,4,Gary Busey,Anna Trebunskaya,5.333333333333333,16.0,71,Actor/Actress,Texas,United States
21,4,Hayes Grier,Emma Slater,9.0,27.0,15,Social Media Personality,North Carolina,United States
21,4,Nick Carter,Sharna Burgess,9.0,27.0,35,Singer/Rapper,New York,United States
21,4,Paula Deen,Louis van Amstel,6.0,18.0,68,TV Personality,Georgia,United States
21,4,Tamar Braxton,Valentin Chmerkovskiy,9.0,27.0,38,Singer/Rapper,Maryland,United States
21,5,Alek Skarlatos,Lindsay Arnold,9.666666666666666,29.0,22,Military,California,United States
21,5,Alexa PenaVega,Mark Ballas,13.333333333333334,40.0,27,Actor/Actress,Florida,United States
21,5,Andy Grammer,Allison Holker,12.0,36.0,31,Singer/Rapper,California,United States
21,5,Bindi Irwin,Derek Hough,12.333333333333334,37.0,17,TV Personality,Unknown,Australia
21,5,Carlos PenaVega,Witney Carson,13.0,39.0,26,Actor/Actress,Missouri,United States
21,5,Hayes Grier,Emma Slater,10.0,30.0,15,Social Media Personality,North Carolina,United States
21,5,Nick Carter,Sharna Burgess,11.666666666666666,35.0,35,Singer/Rapper,New York,United States
21,5,Paula Deen,Louis van Amstel,8.666666666666666,26.0,68,TV Personality,Georgia,United States
21,5,Tamar Braxton,Valentin Chmerkovskiy,9.666666666666666,29.0,38,Singer/Rapper,Maryland,United States
21,6,Alek Skarlatos,Lindsay Arnold,10.0,30.0,22,Military,California,United States
21,6,Alexa PenaVega,Mark Ballas,10.0,30.0,27,Actor/Actress,Florida,United States
21,6,Andy Grammer,Allison Holker,13.333333333333334,40.0,31,Singer/Rapper,California,United States
21,6,Bindi Irwin,Derek Hough,13.333333333333334,40.0,17,TV Personality,Unknown,Australia
21,6,Carlos PenaVega,Witney Carson,12.666666666666666,38.0,26,Actor/Actress,Missouri,United States
21,6,Hayes Grier,Emma Slater,10.666666666666666,32.0,15,Social Media Personality,North Carolina,United States
21,6,Nick Carter,Sharna Burgess,13.0,39.0,35,Singer/Rapper,New York,United States
21,6,Paula Deen,Louis van Amstel,8.0,24.0,68,TV Personality,Georgia,United States
21,6,Tamar Braxton,Valentin Chmerkovskiy,13.333333333333334,40.0,38,Singer/Rapper,Maryland,United States
21,7,Alek Skarlatos,Lindsay Arnold,8.833333333333334,26.5,22,Military,California,United States
21,7,Alexa PenaVega,Mark Ballas,9.166666666666666,27.5,27,Actor/Actress,Florida,United States
21,7,Andy Grammer,Allison Holker,9.333333333333334,28.0,31,Singer/Rapper,California,United States
21,7,Bindi Irwin,Derek Hough,9.666666666666666,29.0,17,TV Personality,Unknown,Australia
21,7,Carlos PenaVega,Witney Carson,9.333333333333334,28.0,26,Actor/Actress,Missouri,United States
21,7,Hayes Grier,Emma Slater,9.333333333333334,28.0,15,Social Media Personality,North Carolina,United States
21,7,Nick Carter,Sharna Burgess,9.0,27.0,35,Singer/Rapper,New York,United States
21,7,Tamar Braxton,Valentin Chmerkovskiy,9.0,27.0,38,Singer/Rapper,Maryland,United States
21,8,Alek Skarlatos,Lindsay Arnold,8.333333333333334,25.0,22,Military,California,United States
21,8,Alexa PenaVega,Mark Ballas,8.999933333333333,26.9998,27,Actor/Actress,Florida,United States
21,8,Andy Grammer,Allison Holker,7.999933333333334,23.9998,31,Singer/Rapper,California,United States
21,8,Bindi Irwin,Derek Hough,9.333333333333334,28.0,17,TV Personality,Unknown,Australia
21,8,Carlos PenaVega,Witney Carson,9.6666,28.9998,26,Actor/Actress,Missouri,United States
21,8,Nick Carter,Sharna Burgess,11.0,33.0,35,Singer/Rapper,New York,United States
21,8,Tamar Braxton,Valentin Chmerkovskiy,9.333333333333334,28.0,38,Singer/Rapper,Maryland,United States
21,9,Alek Skarlatos,Lindsay Arnold,8.5,25.5,22,Military,California,United States
21,9,Alexa PenaVega,Mark Ballas,10.0,30.0,27,Actor/Actress,Florida,United States
21,9,Bindi Irwin,Derek Hough,10.0,30.0,17,TV Personality,Unknown,Australia
21,9,Carlos PenaVega,Witney Carson,9.0,27.0,26,Actor/Actress,Missouri,United States
21,9,Nick Carter,Sharna Burgess,9.166666666666666,27.5,35,Singer/Rapper,New York,United States
21,9,Tamar Braxton,Valentin Chmerkovskiy,8.166666666666666,24.5,38,Singer/Rapper,Maryland,United States
21,10,Alek Skarlatos,Lindsay Arnold,9.5,28.5,22,Military,California,United States
21,10,Bindi Irwin,Derek Hough,10.5,31.5,17,TV Personality,Unknown,Australia
21,10,Carlos PenaVega,Witney Carson,10.5,31.5,26,Actor/Actress,Missouri,United States
21,10,Nick Carter,Sharna Burgess,9.0,27.0,35,Singer/Rapper,New York,United States
21,11,Alek Skarlatos,Lindsay Arnold,9.3333,27.9999,22,Military,California,United States
21,11,Bindi Irwin,Derek Hough,10.0,30.0,17,TV Personality,Unknown,Australia
21,11,Carlos PenaVega,Witney Carson,10.0,30.0,26,Actor/Actress,Missouri,United States
21,11,Nick Carter,Sharna Burgess,10.0,30.0,35,Singer/Rapper,New York,United States
22,1,Antonio Brown,Sharna Burgess,7.0,21.0,27,Athlete,Florida,United States
22,1,Doug Flutie,Karina Smirnoff,5.0,15.0,53,Athlete,Maryland,United States
22,1,Geraldo Rivera,Edyta Sliwinska,4.333333333333333,13.0,72,Journalist,New York,United States
22,1,Ginger Zee,Valentin Chmerkovskiy,7.666666666666667,23.0,35,News Anchor,California,United States
22,1,Jodie Sweetin,Keo Motsepe,6.666666666666667,20.0,34,Actor/Actress,California,United States
22,1,Kim Fields,Sasha Farber,6.666666666666667,20.0,46,Actor/Actress,New York,United States
22,1,Marla Maples,Tony Dovolani,7.0,21.0,52,TV Personality,Georgia,United States
22,1,Mischa Barton,Artem Chigvintsev,5.333333333333333,16.0,30,Actor/Actress,Unknown,England
22,1,Nyle DiMarco,Peta Murgatroyd,7.666666666666667,23.0,26,Model,New York,United States
22,1,Paige VanZant,Mark Ballas,7.0,21.0,22,Athlete,Oregon,United States
22,1,Von Miller,Witney Carson,7.0,21.0,27,Athlete,Texas,United States
22,1,Wanya Morris,Lindsay Arnold,7.666666666666667,23.0,42,Singer/Rapper,Pennsylvania,United States
22,2,Antonio Brown,Sharna Burgess,6.333333333333333,19.0,27,Athlete,Florida,United States
22,2,Doug Flutie,Karina Smirnoff,6.666666666666667,20.0,53,Athlete,Maryland,United States
22,2,Geraldo Rivera,Edyta Sliwinska,4.333333333333333,13.0,72,Journalist,New York,United States
22,2,Ginger Zee,Valentin Chmerkovskiy,7.0,21.0,35,News Anchor,California,United States
22,2,Jodie Sweetin,Keo Motsepe,7.0,21.0,34,Actor/Actress,California,United States
22,2,Kim Fields,Sasha Farber,6.333333333333333,19.0,46,Actor/Actress,New York,United States
22,2,Marla Maples,Tony Dovolani,6.666666666666667,20.0,52,TV Personality,Georgia,United States
22,2,Mischa Barton,Artem Chigvintsev,5.0,15.0,30,Actor/Actress,Unknown,England
22,2,Nyle DiMarco,Peta Murgatroyd,6.666666666666667,20.0,26,Model,New York,United States
22,2,Paige VanZant,Mark Ballas,8.0,24.0,22,Athlete,Oregon,United States
22,2,Von Miller,Witney Carson,6.666666666666667,20.0,27,Athlete,Texas,United States
22,2,Wanya Morris,Lindsay Arnold,8.0,24.0,42,Singer/Rapper,Pennsylvania,United States
22,3,Antonio Brown,Sharna Burgess,6.666666666666667,20.0,27,Athlete,Florida,United States
22,3,Doug Flutie,Karina Smirnoff,6.666666666666667,20.0,53,Athlete,Maryland,United States
22,3,Ginger Zee,Valentin Chmerkovskiy,7.0,21.0,35,News Anchor,California,United States
22,3,Jodie Sweetin,Keo Motsepe,7.666666666666667,23.0,34,Actor/Actress,California,United States
22,3,Kim Fields,Sasha Farber,7.333333333333333,22.0,46,Actor/Actress,New York,United States
22,3,Marla Maples,Tony Dovolani,7.0,21.0,52,TV Personality,Georgia,United States
22,3,Mischa Barton,Artem Chigvintsev,6.0,18.0,30,Actor/Actress,Unknown,England
22,3,Nyle DiMarco,Peta Murgatroyd,8.333333333333334,25.0,26,Model,New York,United States
22,3,Paige VanZant,Mark Ballas,7.666666666666667,23.0,22,Athlete,Oregon,United States
22,3,Von Miller,Witney Carson,6.666666666666667,20.0,27,Athlete,Texas,United States
22,3,Wanya Morris,Lindsay Arnold,8.0,24.0,42,Singer/Rapper,Pennsylvania,United States
22,4,Antonio Brown,Sharna Burgess,11.666666666666666,35.0,27,Athlete,Florida,United States
22,4,Doug Flutie,Karina Smirnoff,8.0,24.0,53,Athlete,Maryland,United States
22,4,Ginger Zee,Valentin Chmerkovskiy,12.0,36.0,35,News Anchor,California,United States
22,4,Jodie Sweetin,Keo Motsepe,9.0,27.0,34,Actor/Actress,California,United States
22,4,Kim Fields,Sasha Farber,10.666666666666666,32.0,46,Actor/Actress,New York,United States
22,4,Marla Maples,Tony Dovolani,9.333333333333334,28.0,52,TV Personality,Georgia,United States
22,4,Nyle DiMarco,Peta Murgatroyd,11.333333333333334,34.0,26,Model,New York,United States
22,4,Paige VanZant,Mark Ballas,12.0,36.0,22,Athlete,Oregon,United States
22,4,Von Miller,Witney Carson,10.666666666666666,32.0,27,Athlete,Texas,United States
22,4,Wanya Morris,Lindsay Arnold,11.666666666666666,35.0,42,Singer/Rapper,Pennsylvania,United States
22,5,Antonio Brown,Sharna Burgess,8.666666666666666,26.0,27,Athlete,Florida,United States
22,5,Doug Flutie,Karina Smirnoff,9.333333333333334,28.0,53,Athlete,Maryland,United States
22,5,Ginger Zee,Valentin Chmerkovskiy,10.666666666666666,32.0,35,News Anchor,California,United States
22,5,Jodie Sweetin,Keo Motsepe,11.666666666666666,35.0,34,Actor/Actress,California,United States
22,5,Kim Fields,Sasha Farber,9.333333333333334,28.0,46,Actor/Actress,New York,United States
22,5,Nyle DiMarco,Peta Murgatroyd,12.333333333333334,37.0,26,Model,New York,United States
22,5,Paige VanZant,Mark Ballas,10.333333333333334,31.0,22,Athlete,Oregon,United States
22,5,Von Miller,Witney Carson,9.666666666666666,29.0,27,Athlete,Texas,United States
22,5,Wanya Morris,Lindsay Arnold,10.0,30.0,42,Singer/Rapper,Pennsylvania,United States
22,6,Antonio Brown,Sharna Burgess,9.0,27.0,27,Athlete,Florida,United States
22,6,Doug Flutie,Karina Smirnoff,7.0,21.0,53,Athlete,Maryland,United States
22,6,Ginger Zee,Valentin Chmerkovskiy,8.0,24.0,35,News Anchor,California,United States
22,6,Jodie Sweetin,Keo Motsepe,8.333333333333334,25.0,34,Actor/Actress,California,United States
22,6,Kim Fields,Sasha Farber,8.0,24.0,46,Actor/Actress,New York,United States
22,6,Nyle DiMarco,Peta Murgatroyd,8.333333333333334,25.0,26,Model,New York,United States
22,6,Paige VanZant,Mark Ballas,9.333333333333334,28.0,22,Athlete,Oregon,United States
22,6,Von Miller,Witney Carson,8.0,24.0,27,Athlete,Texas,United States
22,6,Wanya Morris,Lindsay Arnold,9.666666666666666,29.0,42,Singer/Rapper,Pennsylvania,United States
22,7,Antonio Brown,Sharna Burgess,8.666666666666666,26.0,27,Athlete,Florida,United States
