season,week,celebrity_name,ballroom_partner,judge_total,judge_percent,judge_rank,fan_vote_percent,combined_score,eliminated,method,fan_rank,combined_rank
18,3,Drew Carey,Cheryl Burke,30.0,0.0964630225080385,9,0.0148190389101377,0.0556410307090881,False,percentage,,
18,3,James Maslow,Peta Murgatroyd,36.0,0.1157556270096463,2,0.2224848509788721,0.1691202389942592,False,percentage,,
18,3,Meryl Davis,Maksim Chmerkoskiy,39.0,0.1254019292604501,1,0.2394291619425417,0.1824155456014959,False,percentage,,
18,3,NeNe Leakes,Tony Dovolani,31.0,0.0996784565916398,8,0.0026423815477814,0.0511604190697106,False,percentage,,
18,4,Amy Purdy,Derek Hough,34.0,0.1144781144781144,3,0.2393084927725858,0.1768933036253501,False,percentage,,
18,4,Candace Cameron Bure,Mark Ballas,28.0,0.0942760942760942,9,0.2555333308910869,0.1749047125835906,False,percentage,,
18,4,Charlie White,Sharna Burgess,33.0,0.1111111111111111,4,0.0130375997752958,0.0620743554432034,False,percentage,,
18,4,Cody Simpson,Witney Carson,31.0,0.1043771043771043,8,0.0016399799459025,0.0530085421615034,False,percentage,,
18,4,Danica McKellar,Valentin Chmerkovskiy,32.0,0.1077441077441077,6,0.0063229423527854,0.0570335250484465,False,percentage,,
18,4,Drew Carey,Cheryl Burke,33.0,0.1111111111111111,4,0.0173506956881005,0.0642309033996058,False,percentage,,
18,4,James Maslow,Peta Murgatroyd,35.0,0.1178451178451178,2,0.2230836527355665,0.1704643852903422,False,percentage,,
18,4,Meryl Davis,Maksim Chmerkoskiy,39.0,0.1313131313131313,1,0.2393084936401594,0.1853108124766453,False,percentage,,
18,4,NeNe Leakes,Tony Dovolani,32.0,0.1077441077441077,6,0.0044148121985167,0.0560794599713122,False,percentage,,
18,5,Amy Purdy,Derek Hough,37.0,0.1149068322981366,3,0.2396938914677045,0.1773003618829206,False,percentage,,
18,5,Candace Cameron Bure,Mark Ballas,35.0,0.108695652173913,7,0.257096718499654,0.1828961853367835,False,percentage,,
18,5,Charlie White,Sharna Burgess,37.0,0.1149068322981366,3,0.012577749410168,0.0637422908541523,False,percentage,,
18,5,Cody Simpson,Witney Carson,34.0,0.1055900621118012,8,5.207407725513207e-19,0.0527950310559006,True,percentage,,
18,5,Danica McKellar,Valentin Chmerkovskiy,39.0,0.1211180124223602,2,0.0039285116480071,0.0625232620351836,False,percentage,,
18,5,Drew Carey,Cheryl Burke,28.0,0.0869565217391304,9,0.0186335403726708,0.0527950310559006,False,percentage,,
18,5,James Maslow,Peta Murgatroyd,40.0,0.124223602484472,1,0.2222910636044978,0.1732573330444849,False,percentage,,
18,5,Meryl Davis,Maksim Chmerkoskiy,36.0,0.1118012422360248,5,0.2396938905990123,0.1757475664175185,False,percentage,,
18,5,NeNe Leakes,Tony Dovolani,36.0,0.1118012422360248,5,0.0060846343982853,0.058942938317155,False,percentage,,
18,6,Amy Purdy,Derek Hough,38.0,0.1347517730496454,2,0.2408260507048266,0.187788911877236,False,percentage,,
18,6,Candace Cameron Bure,Mark Ballas,32.0,0.1134751773049645,7,0.256987985001245,0.1852315811531047,False,percentage,,
18,6,Charlie White,Sharna Burgess,36.0,0.1276595744680851,3,0.0120496581197016,0.0698546162938933,False,percentage,,
18,6,Danica McKellar,Valentin Chmerkovskiy,36.0,0.1276595744680851,3,0.0050268365896597,0.0663432055288724,False,percentage,,
18,6,Drew Carey,Cheryl Burke,32.0,0.1134751773049645,7,0.0115827015836043,0.0625289394442844,True,percentage,,
18,6,James Maslow,Peta Murgatroyd,35.0,0.1241134751773049,5,0.2246641142415602,0.1743887947094325,False,percentage,,
18,6,Meryl Davis,Maksim Chmerkoskiy,40.0,0.1418439716312056,1,0.2408260514665782,0.191335011548892,False,percentage,,
18,6,NeNe Leakes,Tony Dovolani,33.0,0.1170212765957446,6,0.0080366022928241,0.0625289394442844,False,percentage,,
18,7,Amy Purdy,Derek Hough,37.5,0.1482213438735178,2,0.2435347213166764,0.1958780325950971,False,percentage,,
18,7,Candace Cameron Bure,Mark Ballas,37.0,0.1462450592885375,3,0.2598841140670263,0.2030645866777819,False,percentage,,
18,7,Charlie White,Sharna Burgess,35.5,0.1403162055335968,5,0.0117612849737117,0.0760387452536543,False,percentage,,
18,7,Danica McKellar,Valentin Chmerkovskiy,36.0,0.1422924901185771,4,0.0070116922189023,0.0746520911687397,False,percentage,,
18,7,James Maslow,Peta Murgatroyd,35.0,0.1383399209486166,6,0.2271853276725363,0.1827626243105764,False,percentage,,
18,7,Meryl Davis,Maksim Chmerkoskiy,39.0,0.1541501976284585,1,0.2435347205271032,0.1988424590777808,False,percentage,,
18,7,NeNe Leakes,Tony Dovolani,33.0,0.1304347826086956,7,0.0070881392240434,0.0687614609163695,True,percentage,,
18,8,Amy Purdy,Derek Hough,40.0,0.1769911504424778,1,0.2451829395951045,0.2110870450187912,False,percentage,,
18,8,Candace Cameron Bure,Mark Ballas,36.0,0.1592920353982301,4,0.2608454101303059,0.210068722764268,False,percentage,,
18,8,Charlie White,Sharna Burgess,40.0,0.1769911504424778,1,0.0121103744750282,0.094550762458753,False,percentage,,
18,8,Danica McKellar,Valentin Chmerkovskiy,38.0,0.168141592920354,3,0.007157868256311,0.0876497305883325,True,percentage,,
18,8,James Maslow,Peta Murgatroyd,36.0,0.1592920353982301,4,0.2295204673657161,0.1944062513819731,False,percentage,,
18,8,Meryl Davis,Maksim Chmerkoskiy,36.0,0.1592920353982301,4,0.2451829401775341,0.2022374877878821,False,percentage,,
18,9,Amy Purdy,Derek Hough,39.0,0.2041884816753926,2,0.2470257666644894,0.225607124169941,False,percentage,,
18,9,Candace Cameron Bure,Mark Ballas,36.0,0.1884816753926701,5,0.2626409906174604,0.2255613330050652,False,percentage,,
18,9,Charlie White,Sharna Burgess,38.0,0.1989528795811518,3,0.011896935169221,0.1054249073751864,True,percentage,,
18,9,James Maslow,Peta Murgatroyd,38.0,0.1989528795811518,3,0.2314105413669576,0.2151817104740547,False,percentage,,
18,9,Meryl Davis,Maksim Chmerkoskiy,40.0,0.2094240837696335,1,0.2470257661818715,0.2282249249757525,False,percentage,,
18,10,Amy Purdy,Derek Hough,29.666600000000003,0.2587209505138384,2,0.250000000377628,0.2543604754457332,False,percentage,,
18,10,Candace Cameron Bure,Mark Ballas,25.9998,0.2267429691696957,4,0.2664550441558327,0.2465990066627642,False,percentage,,
18,10,James Maslow,Peta Murgatroyd,29.0,0.2529075649013137,3,0.2335449550436118,0.2432262599724627,True,percentage,,
18,10,Meryl Davis,Maksim Chmerkoskiy,30.0,0.2616285154151521,1,0.2500000004229274,0.2558142579190398,False,percentage,,
19,1,Alfonso Ribeiro,Witney Carson,36.0,0.0967741935483871,1,0.2335669668745091,0.1651705802114481,False,percentage,,
19,1,Antonio Sabato Jr.,Cheryl Burke,25.0,0.0672043010752688,10,0.0118599677739663,0.0395321344246175,False,percentage,,
19,1,Bethany Mota,Derek Hough,32.0,0.086021505376344,3,0.2335669521828777,0.1597942287796109,False,percentage,,
19,1,Betsey Johnson,Tony Dovolani,20.0,0.053763440860215,13,0.0053763440860215,0.0295698924731182,False,percentage,,
19,1,Janel Parrish,Valentin Chmerkovskiy,29.0,0.0779569892473118,7,0.2335669701319077,0.1557619796896097,False,percentage,,
19,1,Jonathan Bennett,Allison Holker,30.0,0.0806451612903225,6,0.0149217059777548,0.0477834336340387,False,percentage,,
19,1,Lea Thompson,Artem Chigvintsev,32.0,0.086021505376344,3,0.0,0.043010752688172,False,percentage,,
19,1,Lolo Jones,Keo Motsepe,22.0,0.0591397849462365,12,0.0,0.0295698924731182,True,percentage,,
19,1,Michael Waltrip,Emma Slater,25.0,0.0672043010752688,10,0.012319692397637,0.0397619967364529,False,percentage,,
19,1,Randy Couture,Karina Smirnoff,31.0,0.0833333333333333,5,2.3191762095822747e-18,0.0416666666666666,False,percentage,,
19,1,Sadie Robertson,Mark Ballas,34.0,0.0913978494623656,2,0.2335669524429879,0.1624824009526768,False,percentage,,
19,1,Tavis Smiley,Sharna Burgess,29.0,0.0779569892473118,7,4.336530930271826e-18,0.0389784946236559,False,percentage,,
19,1,Tommy Chong,Peta Murgatroyd,27.0,0.0725806451612903,9,0.0212544481323378,0.046917546646814,False,percentage,,
19,2,Alfonso Ribeiro,Witney Carson,32.0,0.0883977900552486,4,0.2337858407878903,0.1610918154215694,False,percentage,,
19,2,Antonio Sabato Jr.,Cheryl Burke,31.0,0.0856353591160221,5,0.0122473366907018,0.0489413479033619,False,percentage,,
19,2,Bethany Mota,Derek Hough,33.0,0.0911602209944751,3,0.2337858809452617,0.1624730509698684,False,percentage,,
19,2,Betsey Johnson,Tony Dovolani,28.0,0.0773480662983425,8,0.0035863183909112,0.0404671923446268,False,percentage,,
19,2,Janel Parrish,Valentin Chmerkovskiy,34.0,0.0939226519337016,2,0.2337858300199865,0.1638542409768441,False,percentage,,
19,2,Jonathan Bennett,Allison Holker,30.0,0.0828729281767955,7,0.0151290580434149,0.0490009931101052,False,percentage,,
19,2,Lea Thompson,Artem Chigvintsev,35.0,0.0966850828729281,1,4.5184305865039954e-05,0.0483651335893966,False,percentage,,
19,2,Michael Waltrip,Emma Slater,24.0,0.0662983425414364,12,0.0124527347805954,0.0393755386610159,False,percentage,,
19,2,Randy Couture,Karina Smirnoff,28.0,0.0773480662983425,8,1.626303258728257e-19,0.0386740331491712,False,percentage,,
19,2,Sadie Robertson,Mark Ballas,31.0,0.0856353591160221,5,0.2337858829030913,0.1597106210095566,False,percentage,,
19,2,Tavis Smiley,Sharna Burgess,28.0,0.0773480662983425,8,0.0,0.0386740331491712,True,percentage,,
19,2,Tommy Chong,Peta Murgatroyd,28.0,0.0773480662983425,8,0.0213959331322816,0.049371999715312,False,percentage,,
19,3,Alfonso Ribeiro,Witney Carson,32.0,0.0906515580736544,4,0.2339734863658125,0.1623125222197334,False,percentage,,
19,3,Antonio Sabato Jr.,Cheryl Burke,29.0,0.0821529745042493,8,0.0125003904887738,0.0473266824965115,False,percentage,,
19,3,Bethany Mota,Derek Hough,40.0,0.1133144475920679,1,0.2339734258866075,0.1736439367393377,False,percentage,,
19,3,Betsey Johnson,Tony Dovolani,29.0,0.0821529745042493,8,0.0018455303789116,0.0419992524415804,False,percentage,,
19,3,Janel Parrish,Valentin Chmerkovskiy,40.0,0.1133144475920679,1,0.2339735049780806,0.1736439762850743,False,percentage,,
19,3,Jonathan Bennett,Allison Holker,32.0,0.0906515580736544,4,0.0154159680845324,0.0530337630790934,False,percentage,,
19,3,Lea Thompson,Artem Chigvintsev,31.0,0.0878186968838526,7,5.073585057333069e-05,0.043934716367213,False,percentage,,
19,3,Michael Waltrip,Emma Slater,28.0,0.0793201133144475,10,0.012504158425804,0.0459121358701258,False,percentage,,
19,3,Randy Couture,Karina Smirnoff,26.0,0.0736543909348441,11,0.000132250764503,0.0368933208496736,True,percentage,,
19,3,Sadie Robertson,Mark Ballas,32.0,0.0906515580736544,4,0.2339734244610628,0.1623124912673586,False,percentage,,
19,3,Tommy Chong,Peta Murgatroyd,34.0,0.0963172804532577,3,0.0216571243153381,0.0589872023842979,False,percentage,,
19,4,Alfonso Ribeiro,Witney Carson,40.0,0.125,1,0.2342592292304926,0.1796296146152463,False,percentage,,
19,4,Antonio Sabato Jr.,Cheryl Burke,29.0,0.090625,6,0.0126813798343857,0.0516531899171928,False,percentage,,
19,4,Bethany Mota,Derek Hough,33.0,0.103125,5,0.2342592993392601,0.1686921496696301,False,percentage,,
19,4,Betsey Johnson,Tony Dovolani,29.0,0.090625,6,0.0,0.0453125,True,percentage,,
19,4,Janel Parrish,Valentin Chmerkovskiy,36.0,0.1125,4,0.2342592014103666,0.1733796007051833,False,percentage,,
19,4,Jonathan Bennett,Allison Holker,24.0,0.075,10,0.015625,0.0453125,False,percentage,,
19,4,Lea Thompson,Artem Chigvintsev,39.0,0.121875,2,0.0,0.0609375,False,percentage,,
19,4,Michael Waltrip,Emma Slater,25.0,0.078125,9,0.0127184395573917,0.0454217197786958,False,percentage,,
19,4,Sadie Robertson,Mark Ballas,37.0,0.115625,3,0.2342593029783845,0.1749421514891922,False,percentage,,
19,4,Tommy Chong,Peta Murgatroyd,28.0,0.0875,8,0.0219381476497184,0.0547190738248592,False,percentage,,
19,5,Alfonso Ribeiro,Witney Carson,34.0,0.1287878787878787,2,0.2351828439231584,0.1819853613555186,False,percentage,,
19,5,Antonio Sabato Jr.,Cheryl Burke,28.0,0.106060606060606,6,0.0136526276108979,0.059856616835752,False,percentage,,
19,5,Bethany Mota,Derek Hough,32.0,0.1212121212121212,5,0.2351827723807689,0.178197446796445,False,percentage,,
19,5,Janel Parrish,Valentin Chmerkovskiy,33.0,0.125,4,0.2351828801004481,0.180091440050224,False,percentage,,
19,5,Jonathan Bennett,Allison Holker,24.0,0.0909090909090909,7,0.0083359186628869,0.0496225047859889,False,percentage,,
19,5,Lea Thompson,Artem Chigvintsev,34.0,0.1287878787878787,2,0.0005071928501367,0.0646475358190077,False,percentage,,
19,5,Michael Waltrip,Emma Slater,20.0,0.0757575757575757,9,0.0137935467046691,0.0447755612311224,False,percentage,,
19,5,Sadie Robertson,Mark Ballas,36.0,0.1363636363636363,1,0.2351827692786751,0.1857732028211557,False,percentage,,
19,5,Tommy Chong,Peta Murgatroyd,23.0,0.0871212121212121,8,0.0229794484883586,0.0550503303047853,False,percentage,,
19,6,Alfonso Ribeiro,Witney Carson,39.0,0.1331058020477815,1,0.2360531200357726,0.1845794610417771,False,percentage,,
19,6,Antonio Sabato Jr.,Cheryl Burke,28.0,0.0955631399317406,8,0.0146992797521461,0.0551312098419433,False,percentage,,
19,6,Bethany Mota,Derek Hough,36.0,0.1228668941979522,2,0.236053183465622,0.1794600388317871,False,percentage,,
19,6,Janel Parrish,Valentin Chmerkovskiy,33.0,0.1126279863481228,4,0.2360530766037226,0.1743405314759227,False,percentage,,
19,6,Jonathan Bennett,Allison Holker,32.0,0.1092150170648464,5,0.0010474026190403,0.0551312098419433,True,percentage,,
19,6,Lea Thompson,Artem Chigvintsev,32.0,0.1092150170648464,5,0.0010660689731022,0.0551405430189743,False,percentage,,
19,6,Michael Waltrip,Emma Slater,30.0,0.1023890784982935,7,0.0149775255911421,0.0586833020447178,False,percentage,,
19,6,Sadie Robertson,Mark Ballas,35.0,0.1194539249146757,3,0.2360531886335836,0.1777535567741297,False,percentage,,
19,6,Tommy Chong,Peta Murgatroyd,28.0,0.0955631399317406,8,0.0239971543258678,0.0597801471288042,False,percentage,,
19,7,Alfonso Ribeiro,Witney Carson,34.0,0.1315280464216634,3,0.2371233385728382,0.1843256924972508,False,percentage,,
19,7,Antonio Sabato Jr.,Cheryl Burke,29.5,0.1141199226305609,7,0.0103258913317655,0.0622229069811632,True,percentage,,
19,7,Bethany Mota,Derek Hough,37.5,0.1450676982591876,1,0.2371232868591403,0.1910954925591639,False,percentage,,
19,7,Janel Parrish,Valentin Chmerkovskiy,33.5,0.1295938104448742,4,0.2371233851523125,0.1833585977985934,False,percentage,,
19,7,Lea Thompson,Artem Chigvintsev,35.0,0.1353965183752417,2,9.339385276425917e-18,0.0676982591876208,False,percentage,,
19,7,Michael Waltrip,Emma Slater,28.0,0.1083172147001934,8,0.016128599262133,0.0622229069811632,False,percentage,,
19,7,Sadie Robertson,Mark Ballas,31.0,0.1199226305609284,5,0.2371232827568092,0.1785229566588688,False,percentage,,
19,7,Tommy Chong,Peta Murgatroyd,30.0,0.11605415860735,6,0.0250522160650012,0.0705531873361756,False,percentage,,
19,8,Alfonso Ribeiro,Witney Carson,41.0,0.1653225806451612,2,0.2393424726559294,0.2023325266505453,False,percentage,,
19,8,Bethany Mota,Derek Hough,40.0,0.1612903225806451,3,0.239342509366142,0.2003164159733935,False,percentage,,
19,8,Janel Parrish,Valentin Chmerkovskiy,43.0,0.1733870967741935,1,0.2393424272676449,0.2063647620209192,False,percentage,,
19,8,Lea Thompson,Artem Chigvintsev,32.0,0.1290322580645161,5,0.0,0.064516129032258,False,percentage,,
19,8,Michael Waltrip,Emma Slater,25.0,0.1008064516129032,7,0.015298283587197,0.0580523676000501,True,percentage,,
19,8,Sadie Robertson,Mark Ballas,38.0,0.1532258064516129,4,0.239342514728786,0.1962841605901994,False,percentage,,
19,8,Tommy Chong,Peta Murgatroyd,29.0,0.1169354838709677,6,0.0273317923943003,0.072133638132634,False,percentage,,
19,9,Alfonso Ribeiro,Witney Carson,38.5,0.1799065420560747,1,0.2424065454608168,0.2111565437584457,False,percentage,,
19,9,Bethany Mota,Derek Hough,37.0,0.1728971962616822,3,0.242406521433815,0.2076518588477486,False,percentage,,
19,9,Janel Parrish,Valentin Chmerkovskiy,38.5,0.1799065420560747,1,0.2424065832323955,0.2111565626442351,False,percentage,,
19,9,Lea Thompson,Artem Chigvintsev,35.0,0.1635514018691588,5,1.5596092330769765e-18,0.0817757009345794,True,percentage,,
19,9,Sadie Robertson,Mark Ballas,36.5,0.1705607476635514,4,0.2424065180972716,0.2064836328804115,False,percentage,,
19,9,Tommy Chong,Peta Murgatroyd,28.5,0.1331775700934579,6,0.0303738317757009,0.0817757009345794,False,percentage,,
19,10,Alfonso Ribeiro,Witney Carson,37.5,0.2054794520547945,3,0.2436688236982385,0.2245741378765165,False,percentage,,
19,10,Bethany Mota,Derek Hough,38.0,0.2082191780821917,2,0.24366883594177,0.2259440070119809,False,percentage,,
19,10,Janel Parrish,Valentin Chmerkovskiy,39.0,0.2136986301369863,1,0.2436687982330251,0.2286837141850057,False,percentage,,
19,10,Sadie Robertson,Mark Ballas,37.0,0.2027397260273972,4,0.2436688394823115,0.2232042827548544,False,percentage,,
19,10,Tommy Chong,Peta Murgatroyd,31.0,0.1698630136986301,5,0.0253247026446544,0.0975938581716423,True,percentage,,
19,11,Alfonso Ribeiro,Witney Carson,40.0,0.2558640849980489,1,0.2500000000301283,0.2529320425140886,False,percentage,,
19,11,Bethany Mota,Derek Hough,38.0,0.2430708807481465,4,0.24999999578863,0.2465354382683883,True,percentage,,
19,11,Janel Parrish,Valentin Chmerkovskiy,38.99980000000001,0.2494662035526728,3,0.2500000087228259,0.2497331061377494,False,percentage,,
19,11,Sadie Robertson,Mark Ballas,39.333200000000005,0.2515988307011315,2,0.2499999954584157,0.2507994130797736,False,percentage,,
20,1,Charlotte McKinney,Keo Motsepe,22.0,0.0691823899371069,11,0.0143692911560464,0.0417758405465766,False,percentage,,
20,1,Chris Soules,Witney Carson,26.0,0.0817610062893081,5,0.0288728796279268,0.0553169429586175,False,percentage,,
20,1,Michael Sam,Peta Murgatroyd,26.0,0.0817610062893081,5,0.0086345410206451,0.0451977736549766,False,percentage,,
20,1,Nastia Liukin,Derek Hough,30.0,0.0943396226415094,3,4.6214117602194634e-18,0.0471698113207547,False,percentage,,
20,1,Noah Galloway,Sharna Burgess,26.0,0.0817610062893081,5,0.3027241050568398,0.1922425556730739,False,percentage,,
20,1,Patti LaBelle,Artem Chigvintsev,25.0,0.0786163522012578,8,0.0098304914833446,0.0442234218423012,False,percentage,,
20,1,Redfoo,Emma Slater,22.0,0.0691823899371069,11,0.0,0.0345911949685534,False,percentage,,
20,1,Riker Lynch,Allison Holker,31.0,0.0974842767295597,2,0.3026378078565265,0.2000610422930431,False,percentage,,
20,1,Robert Herjavec,Kym Johnson,28.0,0.0880503144654088,4,0.0216305385272699,0.0548404264963393,False,percentage,,
20,1,Rumer Willis,Valentin Chmerkovskiy,32.0,0.10062893081761,1,0.3026524185245131,0.2016406746710616,False,percentage,,
20,1,Suzanne Somers,Tony Dovolani,25.0,0.0786163522012578,8,0.0086348530339832,0.0436256026176205,False,percentage,,
20,1,Willow Shields,Mark Ballas,25.0,0.0786163522012578,8,1.3073712904097809e-05,0.0393147129570809,False,percentage,,
20,2,Charlotte McKinney,Keo Motsepe,26.0,0.0749279538904899,11,0.0144112190666887,0.0446695864785893,False,percentage,,
20,2,Chris Soules,Witney Carson,21.0,0.0605187319884726,12,0.0288183200278164,0.0446685260081445,False,percentage,,
20,2,Michael Sam,Peta Murgatroyd,28.0,0.0806916426512968,6,0.0086455568565051,0.0446685997539009,False,percentage,,
20,2,Nastia Liukin,Derek Hough,34.0,0.0979827089337175,1,9.394716900430612e-19,0.0489913544668587,False,percentage,,
20,2,Noah Galloway,Sharna Burgess,27.0,0.0778097982708933,10,0.3025983659861755,0.1902040821285344,False,percentage,,
20,2,Patti LaBelle,Artem Chigvintsev,28.0,0.0806916426512968,6,0.0098256227261172,0.045258632688707,False,percentage,,
20,2,Redfoo,Emma Slater,31.0,0.0893371757925072,5,0.0,0.0446685878962536,True,percentage,,
20,2,Riker Lynch,Allison Holker,32.0,0.0922190201729106,2,0.3027382890016687,0.1974786545872897,False,percentage,,
20,2,Robert Herjavec,Kym Johnson,28.0,0.0806916426512968,6,0.0216049900346224,0.0511483163429596,False,percentage,,
20,2,Rumer Willis,Valentin Chmerkovskiy,32.0,0.0922190201729106,2,0.3027121031591954,0.197465561666053,False,percentage,,
20,2,Suzanne Somers,Tony Dovolani,28.0,0.0806916426512968,6,0.0086455331412103,0.0446685878962536,False,percentage,,
20,2,Willow Shields,Mark Ballas,32.0,0.0922190201729106,2,0.0,0.0461095100864553,False,percentage,,
20,3,Charlotte McKinney,Keo Motsepe,22.0,0.0702875399361022,10,0.0112062130379852,0.0407468764870437,True,percentage,,
20,3,Chris Soules,Witney Carson,28.0,0.0894568690095846,7,0.0286785183408445,0.0590676936752146,False,percentage,,
20,3,Michael Sam,Peta Murgatroyd,24.0,0.0766773162939297,9,0.0055872889503113,0.0411323026221205,False,percentage,,
20,3,Nastia Liukin,Derek Hough,34.0,0.108626198083067,1,2.896563375362737e-18,0.0543130990415335,False,percentage,,
20,3,Noah Galloway,Sharna Burgess,30.0,0.0958466453674121,5,0.3039239648932432,0.1998853051303277,False,percentage,,
20,3,Patti LaBelle,Artem Chigvintsev,22.0,0.0702875399361022,10,0.0112062130379852,0.0407468764870437,False,percentage,,
20,3,Riker Lynch,Allison Holker,34.0,0.108626198083067,1,0.3039043451259663,0.2062652716045167,False,percentage,,
20,3,Robert Herjavec,Kym Johnson,29.0,0.0926517571884984,6,0.0228879651493544,0.0577698611689264,False,percentage,,
20,3,Rumer Willis,Valentin Chmerkovskiy,33.0,0.1054313099041533,3,0.3039078807992319,0.2046695953516926,False,percentage,,
20,3,Suzanne Somers,Tony Dovolani,25.0,0.0798722044728434,8,0.0086976106650777,0.0442849075689606,False,percentage,,
20,3,Willow Shields,Mark Ballas,32.0,0.1022364217252396,4,0.0,0.0511182108626198,False,percentage,,
20,4,Chris Soules,Witney Carson,27.0,0.083076923076923,10,0.0296888470151416,0.0563828850460323,False,percentage,,
20,4,Michael Sam,Peta Murgatroyd,30.0,0.0923076923076923,7,0.0036484893683886,0.0479780908380404,True,percentage,,
20,4,Nastia Liukin,Derek Hough,36.0,0.1107692307692307,2,0.0004539859554273,0.055611608362329,False,percentage,,
20,4,Noah Galloway,Sharna Burgess,32.0,0.0984615384615384,6,0.3063572431641143,0.2024093908128263,False,percentage,,
20,4,Patti LaBelle,Artem Chigvintsev,30.0,0.0923076923076923,7,0.0115695385110361,0.0519386154093642,False,percentage,,
20,4,Riker Lynch,Allison Holker,34.0,0.1046153846153846,4,0.3062959138377022,0.2054556492265434,False,percentage,,
20,4,Robert Herjavec,Kym Johnson,34.0,0.1046153846153846,4,0.0253258943656735,0.064970639490529,False,percentage,,
20,4,Rumer Willis,Valentin Chmerkovskiy,35.0,0.1076923076923077,3,0.3063169820457792,0.2070046448690434,False,percentage,,
20,4,Suzanne Somers,Tony Dovolani,28.0,0.0861538461538461,9,0.0098023355222347,0.0479780908380404,False,percentage,,
20,4,Willow Shields,Mark Ballas,39.0,0.12,1,0.0005407702145022,0.0602703851072511,False,percentage,,
20,5,Chris Soules,Witney Carson,27.0,0.0954063604240282,7,0.0300020332835542,0.0627041968537912,False,percentage,,
20,5,Nastia Liukin,Derek Hough,38.0,0.1342756183745583,2,0.0001707645744991,0.0672231914745287,False,percentage,,
20,5,Noah Galloway,Sharna Burgess,28.0,0.0989399293286219,5,0.3079631663778331,0.2034515478532275,False,percentage,,
20,5,Patti LaBelle,Artem Chigvintsev,27.0,0.0954063604240282,7,0.0110938631574098,0.053250111790719,False,percentage,,
20,5,Riker Lynch,Allison Holker,38.0,0.1342756183745583,2,0.3079969563954635,0.2211362873850109,False,percentage,,
20,5,Robert Herjavec,Kym Johnson,24.0,0.0848056537102473,9,0.0270250055615722,0.0559153296359097,False,percentage,,
20,5,Rumer Willis,Valentin Chmerkovskiy,39.0,0.1378091872791519,1,0.3079589076806104,0.2228840474798812,False,percentage,,
20,5,Suzanne Somers,Tony Dovolani,28.0,0.0989399293286219,5,0.0075602942528162,0.053250111790719,True,percentage,,
20,5,Willow Shields,Mark Ballas,34.0,0.1201413427561837,4,0.0002290087162411,0.0601851757362124,False,percentage,,
20,6,Chris Soules,Witney Carson,35.0,0.1236749116607773,5,0.030683460663061,0.0771791861619192,False,percentage,,
20,6,Nastia Liukin,Derek Hough,36.5,0.1289752650176678,2,0.0003693199842187,0.0646722925009433,False,percentage,,
20,6,Noah Galloway,Sharna Burgess,34.0,0.1201413427561837,6,0.3100961526519918,0.2151187477040878,False,percentage,,
20,6,Patti LaBelle,Artem Chigvintsev,34.0,0.1201413427561837,6,0.00915814537603,0.0646497440661068,True,percentage,,
20,6,Riker Lynch,Allison Holker,38.0,0.1342756183745583,1,0.3100874104756221,0.2221815144250902,False,percentage,,
20,6,Robert Herjavec,Kym Johnson,33.5,0.1183745583038869,8,0.0291464446104468,0.0737605014571669,False,percentage,,
20,6,Rumer Willis,Valentin Chmerkovskiy,35.5,0.1254416961130742,4,0.3101348431240835,0.2177882696185789,False,percentage,,
20,6,Willow Shields,Mark Ballas,36.5,0.1289752650176678,2,0.0003242231145459,0.0646497440661068,False,percentage,,
20,7,Chris Soules,Witney Carson,31.0,0.1220472440944882,6,0.031496062992126,0.0767716535433071,False,percentage,,
20,7,Nastia Liukin,Derek Hough,41.0,0.1614173228346456,1,1.9815277009830292e-18,0.0807086614173228,False,percentage,,
20,7,Noah Galloway,Sharna Burgess,38.0,0.1496062992125984,3,0.3123332225673774,0.2309697608899879,False,percentage,,
20,7,Riker Lynch,Allison Holker,37.0,0.1456692913385826,4,0.3123600844103967,0.2290146878744897,False,percentage,,
20,7,Robert Herjavec,Kym Johnson,31.0,0.1220472440944882,6,0.0314974657382425,0.0767723549163653,False,percentage,,
20,7,Rumer Willis,Valentin Chmerkovskiy,37.0,0.1456692913385826,4,0.3123131642918573,0.2289912278152199,False,percentage,,
20,7,Willow Shields,Mark Ballas,39.0,0.1535433070866141,2,0.0,0.076771653543307,True,percentage,,
20,8,Chris Soules,Witney Carson,32.0,0.1513002364066193,4,0.0235756260115568,0.0874379312090881,True,percentage,,
20,8,Nastia Liukin,Derek Hough,38.0,0.1796690307328605,3,0.0012860415214796,0.09047753612717,False,percentage,,
20,8,Noah Galloway,Sharna Burgess,31.5,0.1489361702127659,5,0.3171435324554829,0.2330398513341244,False,percentage,,
20,8,Riker Lynch,Allison Holker,39.0,0.1843971631205673,2,0.3171695604411451,0.2507833617808562,False,percentage,,
20,8,Robert Herjavec,Kym Johnson,31.0,0.1465721040189125,6,0.0236370438087725,0.0851045739138425,True,percentage,,
20,8,Rumer Willis,Valentin Chmerkovskiy,40.0,0.1891252955082742,1,0.3171881957615627,0.2531567456349185,False,percentage,,
20,9,Nastia Liukin,Derek Hough,40.0,0.2547770700636942,1,0.0104991217099758,0.132638095886835,True,percentage,,
20,9,Noah Galloway,Sharna Burgess,38.0,0.2420382165605095,4,0.3299007302988406,0.285969473429675,False,percentage,,
